category,uid_i,uid_j,delta_z,angle_deg,W_cosine,same_survey
same_direction_different_z,D0297,D0606,0.12896999999999997,0.02548807894725943,0.9978454087644176,True
same_direction_different_z,D0328,D1804,0.75279,0.025759071671494424,0.9979825182545764,True
same_direction_different_z,D1334,D1768,0.27971999999999997,0.025806969872656797,0.9977194953211866,True
same_direction_different_z,D1589,D1746,0.14031000000000005,0.02586651156841282,0.9999999999999999,True
same_direction_different_z,D0901,D1116,0.07451000000000002,0.025905342012087364,1.0,True
same_direction_different_z,D1208,D1597,0.14848000000000006,0.026100123927893206,0.9999999999999999,True
same_direction_different_z,D0700,D1404,0.23794999999999994,0.026118734844667223,0.9999999999999999,True
same_direction_different_z,D1460,D1735,0.18260999999999994,0.02615555570159263,0.9975308946799357,True
same_direction_different_z,D0822,D1535,0.23792000000000002,0.026222216144753667,0.9999999999999999,True
same_direction_different_z,D0555,D0824,0.10176999999999997,0.0264714394548263,1.0,True
same_direction_different_z,D1601,D1695,0.07162999999999997,0.02657829932303871,1.0000000000000002,True
same_direction_different_z,D0342,D1295,0.33877999999999997,0.027063121992816207,0.9999999999999999,True
same_direction_different_z,D1047,D1694,0.27292000000000005,0.02713223368292911,0.9999999999999999,True
same_direction_different_z,D0462,D1269,0.27303000000000005,0.02721237567113886,1.0000000000000002,True
same_direction_different_z,D0913,D1377,0.15025999999999995,0.02724277309134454,0.9999999999999999,True
same_direction_different_z,D1170,D1558,0.13258000000000003,0.027319130545015086,0.997809588615983,True
same_direction_different_z,D0919,D1438,0.16836000000000007,0.02743714667139517,0.9999999999999999,True
same_direction_different_z,D0741,D1006,0.09396000000000004,0.027495000999569565,0.9999999999999999,True
same_direction_different_z,D0258,D0665,0.17544999999999997,0.027700922538697645,0.9956896351084337,True
same_direction_different_z,D1316,D1719,0.21511999999999998,0.027817012392978846,1.0,True
same_direction_different_z,D1120,D1359,0.07271000000000005,0.02783075450268816,1.0000000000000002,True
same_direction_different_z,D0813,D1590,0.27324999999999994,0.02796420960056622,1.0,True
same_direction_different_z,D0921,D1275,0.11758000000000002,0.028048083109017116,0.9976133651551312,True
same_direction_different_z,D0676,D0917,0.08846000000000004,0.02821952083681695,0.997742663656885,True
same_direction_different_z,D0274,D1285,0.38298,0.02853737935065565,0.9999999999999999,True
same_direction_different_z,D1087,D1267,0.05664999999999998,0.028573864494542505,0.9944388799563397,True
same_direction_different_z,D0486,D1541,0.35775,0.028965084803670882,0.9981909384573933,True
same_direction_different_z,D1649,D1776,0.15217000000000003,0.029176743668655896,0.9999999999999999,True
same_direction_different_z,D0748,D1035,0.10030999999999995,0.02949661155810478,0.9965518848451197,True
same_direction_different_z,D1454,D1622,0.08879000000000004,0.029504867231083497,0.9999999999999999,True
same_direction_different_z,D0493,D1655,0.43765,0.03012016958668784,0.9976580796252927,True
same_direction_different_z,D1689,D1756,0.07626,0.030276668666538643,1.0,True
same_direction_different_z,D0659,D0780,0.04769000000000001,0.03047154613459049,1.0,True
same_direction_different_z,D1506,D1795,0.29235999999999995,0.030549156698296116,0.9978700721291642,True
same_direction_different_z,D0319,D0569,0.09966999999999998,0.030904349092948553,0.9951475204460312,True
same_direction_different_z,D1051,D1724,0.30165999999999993,0.03156594210864741,0.9975845695924057,True
same_direction_different_z,D1134,D1785,0.38859999999999995,0.03160161311131378,0.9999999999999999,True
same_direction_different_z,D1319,D1754,0.26042,0.03173528998422456,1.0,True
same_direction_different_z,D0535,D1290,0.26275999999999994,0.03210104011643465,0.9976331327759183,True
same_direction_different_z,D1122,D1337,0.06625999999999999,0.032237759225850635,0.9976682189762881,True
same_direction_different_z,D0616,D1212,0.21250999999999998,0.03236776696192877,0.9933667062171178,True
same_direction_different_z,D1328,D1714,0.20548,0.03274561479514675,0.9977754830990595,True
same_direction_different_z,D0520,D1807,0.68253,0.033093921508285024,1.0,True
same_direction_different_z,D0481,D0809,0.11509000000000003,0.033170974793471496,0.9877380333958592,True
same_direction_different_z,D0761,D1758,0.44886,0.0332434457340554,1.0000000000000002,True
same_direction_different_z,D0461,D1565,0.37643999999999994,0.03324937401772339,0.9975429975429974,True
same_direction_different_z,D0879,D1288,0.13898999999999995,0.033286325122792705,0.9976351630174078,True
same_direction_different_z,D0566,D1188,0.22020000000000006,0.03359233704974683,0.9999999999999999,True
same_direction_different_z,D0241,D0630,0.17796,0.03377214445830696,0.9977520164497331,True
same_direction_different_z,D1605,D1816,0.3486100000000001,0.03386748096618182,1.0000000000000002,True
same_direction_different_z,D0286,D1761,0.65273,0.0338936882719873,0.9988098480072225,True
